фамилия,имя,отчество,номер,электронная почта,адрес,дата рождения,ссылка на телеграмм,количество покупок за месяц,ИНН,почтовый индекс,количество времени проведенного на сайте,пол,количество отзывов,количество комментариев
,,,83399668821.0,,,,https://t.me/emmanuil01,8.0,,,14:56:56,m,,61.0
,,,,gushchinaeleonora@example.net,"п. Торжок, наб. Минская, д. 4/4, 944082",1967-10-13,https://t.me/tverdislav_1985,8.0,702325783002.0,,10:46:55,,1.0,
Жукова,,,,gorbunovdavid@example.net,,,,,702325783002.0,,,,8.0,
,,,,vivanov@example.com,"клх Артем, алл. Надежды, д. 4/7 стр. 4, 696327",,,8.0,702325783002.0,917766.0,10:46:55,m,8.0,61.0
Савельева,Аркадий,,,,"г. Арзамас, ул. Лесная, д. 2 стр. 287, 457780",1967-10-13,,14.0,,,,m,,61.0
Фокина,,,,,"г. Курган, пер. Проезжий, д. 4, 318595",1941-08-06,https://t.me/emmanuil01,8.0,702325783002.0,673465.0,,,8.0,
,Тимофей,Тарасович,70427977469.0,,"д. Якутск, пер. Отрадный, д. 868, 489918",,,40.0,702325783002.0,,6:36:3,,,
Титов,Нинель,Ефимьевич,,kondratevdmitri@example.net,,,,8.0,702325783002.0,,14:30:7,,8.0,61.0
Волкова,,,,bobrovanonna@example.org,,1946-03-04,,8.0,,,18:28:52,,,5.0
,Селиван,Ефимьевич,70898701432.0,,,,https://t.me/nikiforovaekaterina,,,,,,8.0,61.0
,Станислав,,72572191283.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,,8.0,702325783002.0,673465.0,,,62.0,
,,,70898701432.0,,"с. Смирных, алл. Колхозная, д. 53 к. 20, 706779",,https://t.me/emmanuil01,,702325783002.0,42005.0,16:5:2,m,,
Хохлова,Модест,Ефимьевич,,,,,,8.0,702325783002.0,932915.0,,,,
,Марфа,,,,"ст. Сладково, алл. Революции, д. 3 стр. 314, 023450",,,8.0,,673465.0,4:23:57,f,,61.0
Евсеева,,Ефимьевич,86684284262.0,,,1983-07-13,,22.0,311678938017.0,,9:14:49,,,25.0
,Тимофей,,,,"с. Комсомольск-на-Амуре, наб. Юбилейная, д. 314 к. 7/4, 072010",1963-08-05,https://t.me/emmanuil01,23.0,,,,,,
,,,,,"г. Брянск, ш. Революционное, д. 4 к. 6/3, 821240",,https://t.me/emmanuil01,,,673465.0,,m,8.0,
,Валерьян,,70898701432.0,beljakovaregina@example.org,,,,3.0,,303680.0,9:10:49,,,
,Харлампий,,88991178121.0,tpetuhov@example.net,,,https://t.me/emmanuil01,,,673465.0,,m,68.0,61.0
,Станислав,,84471064616.0,,"д. Елабуга, алл. Рабочая, д. 3/9, 209752",1932-10-21,https://t.me/spartakvladimirov,8.0,,131867.0,10:46:55,,,
Ермаков,,,86299370447.0,,,2001-04-23,https://t.me/qrogov,,,,,,8.0,61.0
Петухов,Устин,,70898701432.0,gorbunovdavid@example.net,"с. Геленджик, пр. Безымянный, д. 546 к. 3/3, 571593",,https://t.me/emmanuil01,8.0,,556439.0,,,,61.0
Захаров,,Ефимьевич,,gorbunovdavid@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/viktorbelozerov,,702325783002.0,,,,,61.0
Ермаков,Клавдий,Ермилович,74539239938.0,,"г. Карталы, пр. Герцена, д. 68 к. 1/7, 340893",1967-10-13,https://t.me/terentevaregina,,887177158447.0,673465.0,17:57:17,,8.0,61.0
,,Ефимьевич,,evgeni_95@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/kazakovfirs,,,,10:46:55,,8.0,
Казакова,,Ефимьевич,70898701432.0,,"с. Красногорск (Моск.), наб. Ленинградская, д. 7/3 стр. 229, 075547",,https://t.me/jakovlevuljan,,702325783002.0,673465.0,1:50:12,f,74.0,
Щербаков,,Ефимьевич,,silahohlov@example.org,"г. Курган, пер. Проезжий, д. 4, 318595",1967-10-13,https://t.me/emmanuil01,28.0,,,19:41:31,,,61.0
Ермаков,,,,,,1953-08-11,https://t.me/duvarova,8.0,,333237.0,,f,8.0,61.0
Лебедев,Доброслав,,,,,,https://t.me/emmanuil01,26.0,702325783002.0,,,,,
,,Ефимьевич,,bogdan1991@example.com,,1960-06-26,,8.0,,,1:15:48,m,8.0,
Кузьмина,,Ефимьевич,86408414604.0,potapovmili@example.com,,,,8.0,702325783002.0,,,,,61.0
,Данила,Ефимьевич,,,,,,,702325783002.0,,,,8.0,76.0
,Станислав,,,marija1972@example.org,"клх Ершов, ул. Громова, д. 8/5, 016228",,https://t.me/guljaevazari,,890887852280.0,673465.0,10:46:55,,49.0,
Козлов,,,70898701432.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,,35.0,,,,f,,
,,Ефимьевич,,gorbunovdavid@example.net,,,https://t.me/hristofor_06,8.0,702325783002.0,673465.0,,m,99.0,
Владимиров,Алевтина,,,,"к. Беслан, алл. Енисейская, д. 770, 113108",,https://t.me/matveevaregina,8.0,702325783002.0,,12:44:42,,,61.0
,Панкратий,Ефимьевич,,,"с. Хабаровск, алл. Серафимовича, д. 887, 174395",,,8.0,,,,f,,
,Демид,Харлампович,84109139405.0,gorbunovdavid@example.net,"п. Сковородино, наб. Луговая, д. 573 стр. 2, 654914",,https://t.me/emmanuil01,8.0,,,10:46:55,m,,
Кириллов,,Ефимьевич,82556404939.0,pavlovmoke@example.net,,1967-10-13,https://t.me/emmanuil01,,,,10:46:55,m,,8.0
Ермаков,,Иосифович,,,,1967-10-13,,46.0,702325783002.0,,,m,8.0,
Юдина,Станислав,Фролович,77039024859.0,,"клх Ноглики, ул. Дружбы, д. 6 стр. 2/1, 670977",,https://t.me/evdokim1971,,702325783002.0,673465.0,,m,,
Ермаков,,Ефимьевич,,vladimirovaklavdija@example.org,"ст. Липецк, алл. Поселковая, д. 606, 431920",,,8.0,702325783002.0,673465.0,10:46:55,m,,61.0
,,Григорьевич,89721149003.0,fevronija_02@example.com,"г. Курган, пер. Проезжий, д. 4, 318595",1933-08-11,https://t.me/jkomissarova,,702325783002.0,,11:55:41,m,8.0,89.0
,Станислав,,,kstrelkova@example.net,,,https://t.me/timurtimofeev,,,673465.0,,m,8.0,61.0
Горбачев,Авксентий,,,,,1942-05-20,,,702325783002.0,,,m,94.0,61.0
,Станислав,,,morozovarefi@example.org,,,,,702325783002.0,,22:1:6,m,,
Трофимов,,,,solomon96@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,,31.0,702325783002.0,673465.0,12:31:7,,,61.0
,,,86529472026.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/platon_78,8.0,702325783002.0,,1:37:25,f,,6.0
Крылов,,Ефимьевич,,rusakovaangelina@example.com,,1989-01-12,https://t.me/emmanuil01,,,673465.0,,,,61.0
Кириллов,Порфирий,Ефимьевич,76614828293.0,unekrasova@example.org,"п. Тула, наб. Маркса, д. 1/7 к. 746, 639298",1976-06-14,https://t.me/dmitri_2004,,,,,m,8.0,61.0
,,,82396375271.0,mihail_01@example.net,"г. Волхов, алл. Курортная, д. 53 стр. 20, 206574",1944-06-02,https://t.me/emmanuil01,20.0,,673465.0,,m,63.0,
,,,79524141849.0,aleksandra01@example.com,"п. Рыбинск, ш. Весеннее, д. 78, 042281",,,8.0,702325783002.0,75345.0,14:31:40,,,
Рябов,Станислав,,70898701432.0,zhdanovkornil@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,,8.0,,673465.0,10:46:55,m,,3.0
Ермаков,Ефим,,88818103129.0,antip35@example.org,"ст. Каменск-Шахтинский, ул. Казанская, д. 47, 254895",1967-10-13,https://t.me/braginsaveli,8.0,702325783002.0,,,m,8.0,
Шашков,Феофан,,73388306129.0,,"ст. Вязьма, пер. Иванова, д. 940 к. 2, 999721",2009-03-26,https://t.me/borisovvadim,,702325783002.0,,10:46:55,,19.0,61.0
,,Ефимьевич,73019968079.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/emilija1998,,267917794241.0,308266.0,6:26:1,m,8.0,
,,Ефимьевич,,klavditsvetkov@example.org,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/kazakovmoise,23.0,702325783002.0,673465.0,10:46:55,m,8.0,61.0
,,,87914328274.0,petrovmir@example.org,"д. Андреаполь, ул. Гайдара, д. 407 стр. 830, 744808",1975-05-23,https://t.me/vrjabov,,,,8:32:39,m,,
,Петр,Ефимьевич,,nifont_22@example.com,,,,,,,,m,,6.0
Беспалов,Станислав,Ефимьевич,,gorbunovdavid@example.net,,1949-03-19,,8.0,702325783002.0,673465.0,10:46:55,,,61.0
,,,,,,1967-10-13,,8.0,702325783002.0,,9:44:15,,8.0,61.0
,,Ефимьевич,87142338275.0,kotovmili@example.org,,1949-02-20,https://t.me/fedosi50,8.0,,,,m,21.0,
,,Ефимьевич,83427704096.0,gorbunovdavid@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/eliseevcheslav,,,673465.0,,,,
Овчинников,Нифонт,Ефимьевич,,larionovavera@example.org,"к. Мурманск, пер. Пионерский, д. 462, 639267",1967-10-13,https://t.me/naumovaalevtina,,702325783002.0,,13:45:53,,8.0,61.0
,Галина,,,,"ст. Бавлы, наб. Курчатова, д. 25 стр. 4/3, 524669",,,8.0,,673465.0,3:55:34,m,8.0,80.0
,Станислав,,,,,,,,702325783002.0,673465.0,,m,,
Хохлова,Никифор,Ефимьевич,81054312821.0,,"к. Петрозаводск, пер. Тамбовский, д. 628, 082830",1977-11-04,,8.0,702325783002.0,,17:3:51,,,
,,Ефимьевич,,,"г. Курган, пер. Проезжий, д. 4, 318595",1967-10-13,https://t.me/emmanuil01,,821417677125.0,673465.0,10:46:55,,,61.0
Сазонова,Бронислав,Ефимьевич,,,,1957-03-03,,,,,10:46:55,,83.0,
,,Ефимьевич,85695428510.0,afanasi_1992@example.org,,,https://t.me/emmanuil01,8.0,500974719645.0,,,m,,
,Савва,Ефимьевич,73202919595.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/porfiri1982,8.0,,673465.0,11:53:44,,10.0,61.0
Осипов,,,,,,1967-10-13,https://t.me/trofim82,8.0,,,,,,
Кулакова,,,,,,1967-10-13,https://t.me/darja_11,,702325783002.0,,10:46:55,m,8.0,
Ситникова,Георгий,,,,,1967-10-13,,8.0,702325783002.0,672566.0,,m,,
Шарова,Савелий,,,judinpetr@example.org,,2001-02-25,,8.0,755509851061.0,673465.0,10:46:55,f,,61.0
Савельев,Станислав,Ефимьевич,,kononovolimpi@example.net,,,,,,673465.0,,,,61.0
,,Ефимьевич,88272994843.0,,"д. Апшеронск, пер. Тургенева, д. 366, 834444",1970-01-10,,,919121286649.0,,21:7:36,m,8.0,
Козлова,Ефрем,Ефимьевич,76347411408.0,,"п. Зеленогорск (Ленин.), пр. Енисейский, д. 2/8 к. 9/4, 783007",1967-10-13,,7.0,702325783002.0,673465.0,8:25:13,f,,61.0
,,Ефимьевич,84829486288.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/emmanuil01,8.0,,673465.0,10:46:55,f,8.0,52.0
Симонова,,Ануфриевич,74129306248.0,,"г. Курган, пер. Проезжий, д. 4, 318595",,,,702325783002.0,386139.0,10:46:55,,,
,,,,,"с. Кирово-Чепецк, пр. Громова, д. 2/9 стр. 12, 451358",,https://t.me/emmanuil01,,,,,f,,61.0
Васильева,,Ефимьевич,70898701432.0,,,1951-02-16,https://t.me/emmanuil01,,,,13:8:57,,,
Герасимов,,,,gorbunovdavid@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",1934-02-04,,,917820039616.0,673465.0,,m,7.0,
Марков,,,,,"клх Черемхово, ш. Мельничное, д. 91 стр. 582, 971843",,https://t.me/emmanuil01,,,673465.0,,,10.0,
Рожков,Семен,Ефимьевич,70898701432.0,,,1941-03-17,,,702325783002.0,,,m,,
Селиверстов,Капитон,Ефимьевич,,kuprijankornilov@example.com,"г. Арзамас, ш. Ветеранов, д. 740 стр. 94, 691171",1945-12-14,https://t.me/canisimov,8.0,702325783002.0,676045.0,5:32:56,m,65.0,
Ефимова,,Ефимьевич,,isaevrodion@example.org,,,,8.0,,,1:45:50,,8.0,
,,Ефимьевич,,,,1989-02-13,,8.0,702325783002.0,,,,8.0,61.0
Третьяков,,Ефимьевич,,wzinoveva@example.com,,,,,702325783002.0,,,,,
Сергеева,Станислав,Ефимьевич,81817894318.0,,,1985-09-21,,,,,,m,8.0,61.0
,,,,gorbunovdavid@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",1997-06-04,https://t.me/fedot_1986,,,,,,85.0,
Ермаков,Евдоким,Ефимьевич,,lavr89@example.org,"клх Саранск, ш. Краснознаменное, д. 6/3 стр. 171, 106697",1963-01-03,https://t.me/emmanuil01,,,673465.0,8:37:13,m,,61.0
Александрова,,Ефимьевич,73935301944.0,,"ст. Шаховская, алл. Урицкого, д. 18, 005257",,https://t.me/dobroslav08,8.0,,,,m,,
,Станислав,,,osip43@example.net,"к. Кабанск, наб. Транспортная, д. 7, 950181",,https://t.me/emmanuil01,,,,,,67.0,
Харитонова,,Ефимьевич,,,,1958-04-25,,8.0,,,20:16:51,,8.0,61.0
,Станислав,,,varvara_2019@example.com,"клх Павловский Посад, пр. Карбышева, д. 80, 910588",1967-10-13,,,702325783002.0,673465.0,,m,,61.0
,,Ефимьевич,74284257299.0,smaslov@example.org,,,https://t.me/visheslav_2016,8.0,,,,,,61.0
,,Ефимьевич,87585308776.0,akonstantinov@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",1938-11-07,https://t.me/emmanuil01,8.0,,405298.0,,m,13.0,
Чернов,,,81162928158.0,grigorevvseslav@example.com,,,https://t.me/zselezneva,,702325783002.0,673465.0,,m,57.0,61.0
,,Ефимьевич,87712138719.0,vseslav_14@example.org,"ст. Кедровый, пер. Солнечный, д. 8/6 к. 32, 371250",,https://t.me/zhanna_1980,8.0,702325783002.0,673465.0,,m,97.0,
,,Ефимьевич,75178455703.0,efremmartinov@example.net,,1979-06-03,,,,673465.0,10:46:55,,51.0,54.0
Шилова,,Ефимьевич,,orlovazoja@example.net,"к. Шумиха, алл. Сибирская, д. 6/5 стр. 1, 928963",1967-12-27,https://t.me/emmanuil01,,702325783002.0,,10:46:55,m,8.0,61.0
,,Ефимьевич,,dementi_1996@example.net,,1940-07-14,https://t.me/emmanuil01,35.0,,,,m,,
,,,,frolkudrjashov@example.org,,1967-10-13,https://t.me/emmanuil01,,,,17:52:55,,,
,,Ефимьевич,70898701432.0,,"п. Фатеж, бул. Мельничный, д. 59, 427992",,,8.0,702325783002.0,673465.0,11:42:29,m,100.0,20.0
,Станислав,Ефимьевич,,gorbunovdavid@example.net,"г. Торжок, наб. Сибирская, д. 408 к. 3/4, 266168",1990-05-21,https://t.me/emmanuil01,,702325783002.0,673465.0,19:5:54,,8.0,61.0
,Сигизмунд,,,,"клх Санкт-Петербург, наб. Запрудная, д. 7/5, 506124",,https://t.me/emmanuil01,8.0,,,,,,
Ермаков,Евстигней,,75049102731.0,xkomissarov@example.org,,,https://t.me/evgeni99,,702325783002.0,673465.0,12:4:49,f,,61.0
Кошелева,,Евстигнеевич,,loginovsavvati@example.net,"ст. Оленек, алл. Техническая, д. 200 стр. 44, 550912",1943-02-03,,,,,,,99.0,
Быкова,,,70898701432.0,,"г. Елец, бул. Социалистический, д. 865 к. 734, 701995",1967-10-13,,19.0,702325783002.0,673465.0,21:40:2,,,
,Анатолий,Ефимьевич,,gorbunovdavid@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/emmanuil01,8.0,,,8:38:9,f,,
,Вера,,83429799257.0,,,,https://t.me/emmanuil01,14.0,702325783002.0,,,m,8.0,
Михеев,,Ефимьевич,,,,,,,,,10:46:55,m,56.0,61.0
Кудряшов,,,70898701432.0,,,1967-10-13,https://t.me/litkinkonon,8.0,702325783002.0,673465.0,,,8.0,61.0
,Станислав,Димитриевич,70079558280.0,gorbunovdavid@example.net,"г. Радужный, наб. Крымская, д. 4/5, 065620",1981-01-04,,7.0,702325783002.0,673465.0,,,95.0,
Якушева,,Ефимьевич,70898701432.0,stanimir2021@example.org,,,,8.0,,,,m,12.0,
,Станислав,Ефимьевич,,suvorovsevastjan@example.org,"п. Ступино, пер. Уральский, д. 6, 843040",,,8.0,,,,m,99.0,
,Герман,Ефимьевич,,,,1993-10-10,https://t.me/egorovmatve,34.0,,673465.0,10:46:55,m,,95.0
Белякова,,Ефимьевич,,,,2007-09-16,https://t.me/serafim2009,,911278468950.0,673465.0,,f,24.0,
Исакова,,,,,,,,8.0,,673465.0,4:31:18,f,8.0,
,Аггей,,,nonna_79@example.org,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/emmanuil01,8.0,,673465.0,10:46:55,m,,61.0
Журавлева,,,,,"г. Курган, пер. Проезжий, д. 4, 318595",,,8.0,702325783002.0,,,m,,
Цветков,,,,gorbunovdavid@example.net,,,,,,,,,,61.0
Воробьева,,,70898701432.0,vguseva@example.net,,2004-04-06,,8.0,,,10:46:55,,,21.0
,,Ефимьевич,82646857328.0,,,1976-05-19,https://t.me/mstislav42,8.0,702325783002.0,673465.0,20:26:4,m,8.0,20.0
Потапова,,Гертрудович,84927470977.0,gorbunovdavid@example.net,,1967-10-13,https://t.me/emmanuil01,20.0,,673465.0,,m,,61.0
Тетерин,Станислав,,,stepan50@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",1958-02-28,https://t.me/klimentsilin,,,,10:46:55,m,,61.0
,,Ефимьевич,87991584233.0,shcherbakovradim@example.net,"д. Алапаевск, пер. Автомобилистов, д. 8 стр. 4/2, 136583",1967-10-13,https://t.me/emmanuil01,36.0,,673465.0,,m,8.0,
Уваров,Станислав,Ефимьевич,,,,,,8.0,,,,m,8.0,61.0
,,Ефимьевич,,gorbunovdavid@example.net,,,https://t.me/emmanuil01,8.0,702325783002.0,673465.0,10:46:55,f,24.0,61.0
Ермаков,,Ефимьевич,71326448270.0,gorbunovdavid@example.net,"г. Курган, пер. Проезжий, д. 4, 318595",,https://t.me/emmanuil01,,,673465.0,10:46:55,f,,61.0
,Станислав,Иларионович,,,,,https://t.me/emmanuil_1981,0.0,,,,,8.0,22.0
,,Ефимьевич,71521190207.0,,,1967-10-13,,8.0,702325783002.0,273398.0,10:46:55,,8.0,
Костин,София,Гордеевич,86541733635.0,ninel93@example.org,"г. Курган, пер. Проезжий, д. 4, 318595",1978-03-26,https://t.me/maksim2021,,,,,m,72.0,
Нестеров,,,74865739209.0,gurevfrol@example.net,"г. Адлер, пер. Новостройка, д. 308 стр. 9, 581007",,,14.0,,808294.0,,,47.0,
